Nome file,Compattezza,ProtrusionRatio,AltreFeature,Esito,Data
"Destra.png",0.023513,1.752695,0.43298,"destra","19-08-2025 18:45"
"Riposo.png",0.020815,0.888618,0.64371,"riposo","19-08-2025 18:45"
"Sinistra.png",0.012914,0.572940,0.40179,"sinistra","19-08-2025 18:45"
"Stop.png",0.016409,1.516608,0.51842,"stop","19-08-2025 18:45"
"Vuota.png",NaN,NaN,0,"riposo","19-08-2025 18:45"
"Vuota1.png",NaN,NaN,0,"riposo","19-08-2025 18:45"
